seqid	assembly	chromosome	start	end	strand	geneID	hsfamily	lsfamily
Os08t0161800-02	IRGSP-1.0	8	3619574	3621526	-1	Os08g0161800	2333	736
Os08t0161900-01	IRGSP-1.0	8	3622755	3624999	-1	Os08g0161900	130	212
Os08t0161950-00	IRGSP-1.0	8	3622820	3624650	1	Os08g0161950	2314	1749
Os08t0162000-01	IRGSP-1.0	8	3630958	3635519	1	Os08g0162000	2590	211
Os08t0162033-00	IRGSP-1.0	8	3636181	3638028	1	Os08g0162033	1083	1304
Os08t0162066-01	IRGSP-1.0	8	3657275	3661506	-1	Os08g0162066	0	0
Os08t0162100-02	IRGSP-1.0	8	3672696	3675718	1	Os08g0162100	1976	1159
Os08t0162200-01	IRGSP-1.0	8	3677031	3679364	1	Os08g0162200	0	3
Os08t0162250-00	IRGSP-1.0	8	3682111	3682488	1	Os08g0162250	0	0
Os08t0162300-01	IRGSP-1.0	8	3683916	3688230	1	Os08g0162300	0	0
Os08t0162400-01	IRGSP-1.0	8	3686057	3688009	-1	Os08g0162400	2163	415
Os08t0162500-01	IRGSP-1.0	8	3690710	3693241	1	Os08g0162500	0	0
Os08t0162600-01	IRGSP-1.0	8	3694305	3696636	1	Os08g0162600	0	0
Os08t0162650-00	IRGSP-1.0	8	3696942	3698017	-1	Os08g0162650	0	0
Os08t0162700-01	IRGSP-1.0	8	3697393	3698162	1	Os08g0162700	0	0
Os08t0162800-01	IRGSP-1.0	8	3698349	3700499	-1	Os08g0162800	2653	1413
Os08t0162900-00	IRGSP-1.0	8	3702590	3702903	-1	Os08g0162900	2654	2665
Os08t0163100-01	IRGSP-1.0	8	3722366	3726241	-1	Os08g0163100	4556	1750
Os08t0163200-00	IRGSP-1.0	8	3726538	3727625	1	Os08g0163200	1751	1899
Os08t0163300-00	IRGSP-1.0	8	3728126	3728879	-1	Os08g0163300	0	2666
Os08t0163400-01	IRGSP-1.0	8	3732442	3736138	1	Os08g0163400	0	1121
Os08t0163500-01	IRGSP-1.0	8	3740193	3745385	1	Os08g0163500	0	1667
Os08t0163600-00	IRGSP-1.0	8	3741345	3742419	-1	Os08g0163600	0	3153
Os08t0163700-00	IRGSP-1.0	8	3746596	3747278	1	Os08g0163700	0	351
Os08t0163800-01	IRGSP-1.0	8	3748224	3749873	1	Os08g0163800	48	131
Os08t0163850-01	IRGSP-1.0	8	3748829	3749616	-1	Os08g0163850	0	0
Os08t0163900-00	IRGSP-1.0	8	3753613	3754795	-1	Os08g0163900	0	351
Os08t0164000-01	IRGSP-1.0	8	3757316	3760828	-1	Os08g0164000	0	351
Os08t0164100-01	IRGSP-1.0	8	3763274	3764796	-1	Os08g0164100	0	100
Os08t0164300-01	IRGSP-1.0	8	3770473	3772675	1	Os08g0164300	1311	351
Os08t0165300-01	IRGSP-1.0	8	3819086	3820090	-1	Os08g0165300	5310	4421
Os08t0165601-00	IRGSP-1.0	8	3834345	3834999	1	Os08g0165601	4822	4126
Os08t0165800-00	IRGSP-1.0	8	3839189	3842346	1	Os08g0165800	0	2494
Os08t0165901-00	IRGSP-1.0	8	3844469	3845136	1	Os08g0165901	1472	1662
Os08t0166400-01	IRGSP-1.0	8	3859642	3861422	1	Os08g0166400	0	96
Os08t0166500-01	IRGSP-1.0	8	3864077	3865941	1	Os08g0166500	0	0
Os08t0166750-00	IRGSP-1.0	8	3880693	3881094	1	Os08g0166750	3329	3127
Os08t0167000-01	IRGSP-1.0	8	3928463	3933577	1	Os08g0167000	2006	81
Os08t0167166-00	IRGSP-1.0	8	3929403	3930162	-1	Os08g0167166	918	1135
Os08t0167249-00	IRGSP-1.0	8	3936725	3937252	1	Os08g0167249	388	634
Os08t0167400-00	IRGSP-1.0	8	3941121	3946520	-1	Os08g0167400	0	2143
Os08t0167500-02	IRGSP-1.0	8	3949084	3951132	1	Os08g0167500	0	0
Os08t0167800-01	IRGSP-1.0	8	3961276	3965426	1	Os08g0167800	1018	158
Os08t0168000-01	IRGSP-1.0	8	3972195	3977096	1	Os08g0168000	1018	158
Os08t0168400-00	IRGSP-1.0	8	3984358	3988789	1	Os08g0168400	1018	158
Os08t0168700-00	IRGSP-1.0	8	4018025	4020079	1	Os08g0168700	55	5
Os08t0169100-01	IRGSP-1.0	8	4036770	4042210	1	Os08g0169100	0	0
Os08t0169300-00	IRGSP-1.0	8	4053090	4054653	1	Os08g0169300	172	77
Os08t0169400-00	IRGSP-1.0	8	4058250	4058862	-1	Os08g0169400	55	5
Os08t0169600-01	IRGSP-1.0	8	4065431	4069281	1	Os08g0169600	0	0
Os08t0169700-01	IRGSP-1.0	8	4069808	4076114	-1	Os08g0169700	0	0
Os08t0169800-01	IRGSP-1.0	8	4078669	4088877	1	Os08g0169800	0	1380
Os08t0170100-01	IRGSP-1.0	8	4105460	4107105	1	Os08g0170100	571	10
Os08t0170200-00	IRGSP-1.0	8	4111865	4115417	1	Os08g0170200	571	10
Os08t0170400-01	IRGSP-1.0	8	4116293	4116981	-1	Os08g0170400	0	0
Os08t0170500-00	IRGSP-1.0	8	4128336	4128761	-1	Os08g0170500	571	10
Os08t0170700-00	IRGSP-1.0	8	4135126	4138360	-1	Os08g0170700	571	10
Os08t0170800-01	IRGSP-1.0	8	4147266	4149998	-1	Os08g0170800	571	10
Os08t0170900-02	IRGSP-1.0	8	4153416	4154493	-1	Os08g0170900	2505	530
Os08t0171000-01	IRGSP-1.0	8	4172264	4175556	1	Os08g0171000	0	0
Os08t0171100-01	IRGSP-1.0	8	4175878	4176277	-1	Os08g0171100	26	9
Os08t0171216-01	IRGSP-1.0	8	4177561	4178512	-1	Os08g0171216	26	9
Os08t0171333-00	IRGSP-1.0	8	4179589	4180539	-1	Os08g0171333	84	181
Os08t0171600-01	IRGSP-1.0	8	4191606	4194980	-1	Os08g0171600	4929	1898
Os08t0171700-01	IRGSP-1.0	8	4206406	4207866	-1	Os08g0171700	2798	2756
Os08t0171800-01	IRGSP-1.0	8	4211443	4212914	-1	Os08g0171800	0	388
Os08t0172200-01	IRGSP-1.0	8	4237020	4242584	1	Os08g0172200	3542	3290
Os08t0172300-02	IRGSP-1.0	8	4242959	4249645	1	Os08g0172300	0	0
Os08t0172566-00	IRGSP-1.0	8	4254521	4255346	-1	Os08g0172566	12	55
Os08t0172800-01	IRGSP-1.0	8	4268283	4268909	1	Os08g0172800	0	0
Os08t0173300-01	IRGSP-1.0	8	4290418	4291283	1	Os08g0173300	0	0
Os08t0173600-01	IRGSP-1.0	8	4300574	4301421	1	Os08g0173600	0	0
Os08t0173700-01	IRGSP-1.0	8	4303902	4304696	-1	Os08g0173700	2	9
Os08t0174100-00	IRGSP-1.0	8	4316104	4318545	-1	Os08g0174100	1476	163
Os08t0174000-01	IRGSP-1.0	8	4316158	4317203	1	Os08g0174000	0	0
Os08t0174300-00	IRGSP-1.0	8	4325892	4329843	1	Os08g0174300	1476	163
Os08t0174500-02	IRGSP-1.0	8	4332106	4334829	-1	Os08g0174500	390	401
Os08t0174700-01	IRGSP-1.0	8	4344171	4350465	1	Os08g0174700	46	1
Os08t0174750-00	IRGSP-1.0	8	4351785	4352132	1	Os08g0174750	0	0
Os08t0174800-01	IRGSP-1.0	8	4352815	4361365	1	Os08g0174800	0	10
Os08t0174900-01	IRGSP-1.0	8	4363359	4365519	1	Os08g0174900	3259	1239
Os08t0175000-00	IRGSP-1.0	8	4371022	4372930	1	Os08g0175000	380	347
Os08t0175200-02	IRGSP-1.0	8	4385769	4387303	-1	Os08g0175200	1463	627
Os08t0175300-01	IRGSP-1.0	8	4391050	4400757	-1	Os08g0175300	2797	2755
Os08t0175600-01	IRGSP-1.0	8	4411430	4417245	-1	Os08g0175600	2797	2755
Os08t0175700-01	IRGSP-1.0	8	4413202	4414401	-1	Os08g0175700	0	0
Os08t0176100-01	IRGSP-1.0	8	4430918	4434203	1	Os08g0176100	4013	3636
Os08t0176200-01	IRGSP-1.0	8	4445655	4447532	1	Os08g0176200	46	1
Os08t0176633-01	IRGSP-1.0	8	4468741	4472698	1	Os08g0176633	2401	10
Os08t0176800-01	IRGSP-1.0	8	4496687	4502242	-1	Os08g0176800	3410	927
Os08t0176900-01	IRGSP-1.0	8	4505745	4508226	-1	Os08g0176900	67	28
Os08t0177000-01	IRGSP-1.0	8	4505997	4507323	1	Os08g0177000	0	0
Os08t0177300-02	IRGSP-1.0	8	4533328	4538688	-1	Os08g0177300	0	4193
Os08t0177500-00	IRGSP-1.0	8	4546935	4549380	1	Os08g0177500	0	1619
Os08t0177550-01	IRGSP-1.0	8	4550913	4557184	1	Os08g0177550	0	0
Os08t0177600-00	IRGSP-1.0	8	4552111	4556216	-1	Os08g0177600	4927	4198
Os08t0177700-01	IRGSP-1.0	8	4562440	4565329	1	Os08g0177700	0	726
Os08t0177800-00	IRGSP-1.0	8	4566815	4569933	-1	Os08g0177800	5384	3676
Os08t0178100-01	IRGSP-1.0	8	4571022	4580739	1	Os08g0178100	0	0
Os08t0178200-02	IRGSP-1.0	8	4581432	4583489	1	Os08g0178200	43	89
Os08t0178300-01	IRGSP-1.0	8	4586478	4591215	1	Os08g0178300	0	0
Os08t0178500-01	IRGSP-1.0	8	4593671	4594173	1	Os08g0178500	263	474
Os08t0178600-00	IRGSP-1.0	8	4595778	4597522	1	Os08g0178600	0	0
Os08t0178650-00	IRGSP-1.0	8	4597056	4597381	-1	Os08g0178650	0	0
Os08t0178700-01	IRGSP-1.0	8	4599751	4604714	-1	Os08g0178700	2177	1310
Os08t0178800-01	IRGSP-1.0	8	4610545	4612918	-1	Os08g0178800	288	51
Os08t0178900-00	IRGSP-1.0	8	4617579	4620400	-1	Os08g0178900	737	239
Os08t0179000-01	IRGSP-1.0	8	4630538	4638873	1	Os08g0179000	3	1
Os08t0179150-01	IRGSP-1.0	8	4635505	4636456	1	Os08g0179150	0	1
Os08t0179100-00	IRGSP-1.0	8	4635580	4638628	-1	Os08g0179100	1812	228
Os08t0179400-00	IRGSP-1.0	8	4645325	4648753	-1	Os08g0179400	0	8
Os08t0179900-01	IRGSP-1.0	8	4672775	4675317	1	Os08g0179900	0	1823
Os08t0180000-01	IRGSP-1.0	8	4676292	4680426	-1	Os08g0180000	0	2547
Os08t0180100-01	IRGSP-1.0	8	4692655	4696632	1	Os08g0180100	0	0
Os08t0180300-01	IRGSP-1.0	8	4700668	4708354	1	Os08g0180300	795	75
Os08t0180400-00	IRGSP-1.0	8	4709755	4710209	1	Os08g0180400	5296	4412
Os08t0180500-00	IRGSP-1.0	8	4713705	4717694	1	Os08g0180500	4923	3316
Os08t0180950-00	IRGSP-1.0	8	4718736	4718969	-1	Os08g0180950	0	0
Os08t0181750-01	IRGSP-1.0	8	4774914	4777902	1	Os08g0181750	0	0
Os08t0181925-00	IRGSP-1.0	8	4779112	4779498	-1	Os08g0181925	0	0
Os08t0182400-01	IRGSP-1.0	8	4817967	4820693	1	Os08g0182400	5385	2648
Os08t0183900-01	IRGSP-1.0	8	4897613	4900341	-1	Os08g0183900	396	37
Os08t0184300-01	IRGSP-1.0	8	4947263	4952151	1	Os08g0184300	0	0
Os08t0184600-03	IRGSP-1.0	8	4966415	4969036	-1	Os08g0184600	0	5
Os08t0184700-00	IRGSP-1.0	8	4968125	4968451	1	Os08g0184700	0	0
Os08t0184800-03	IRGSP-1.0	8	4972402	4973777	-1	Os08g0184800	956	789
Os08t0185300-01	IRGSP-1.0	8	4999380	5002096	-1	Os08g0185300	5385	2648
Os08t0185900-01	IRGSP-1.0	8	5034835	5035725	-1	Os08g0185900	0	0
Os08t0186200-00	IRGSP-1.0	8	5046733	5048608	-1	Os08g0186200	0	2380
Os08t0187500-01	IRGSP-1.0	8	5109268	5116778	1	Os08g0187500	250	66
Os08t0187700-01	IRGSP-1.0	8	5119189	5128123	-1	Os08g0187700	5386	4460
Os08t0187800-01	IRGSP-1.0	8	5139674	5143593	1	Os08g0187800	1821	499
Os08t0187900-00	IRGSP-1.0	8	5145659	5146534	1	Os08g0187900	0	0
Os08t0188000-01	IRGSP-1.0	8	5147424	5150332	-1	Os08g0188000	3259	1239
Os08t0188151-00	IRGSP-1.0	8	5165230	5165766	-1	Os08g0188151	0	0
Os08t0188900-01	IRGSP-1.0	8	5186875	5187698	1	Os08g0188900	30	52
Os08t0189100-01	IRGSP-1.0	8	5208410	5209440	1	Os08g0189100	30	52
Os08t0189200-01	IRGSP-1.0	8	5222230	5223304	1	Os08g0189200	30	52
Os08t0189300-01	IRGSP-1.0	8	5228827	5229949	1	Os08g0189300	30	52
Os08t0189400-01	IRGSP-1.0	8	5233864	5234719	1	Os08g0189400	30	52
Os08t0189500-01	IRGSP-1.0	8	5238999	5240148	1	Os08g0189500	30	52
Os08t0189600-01	IRGSP-1.0	8	5242497	5243656	1	Os08g0189600	30	52
Os08t0189700-01	IRGSP-1.0	8	5248666	5249832	1	Os08g0189700	30	52
Os08t0189850-01	IRGSP-1.0	8	5254364	5255230	1	Os08g0189850	30	52
Os08t0189900-01	IRGSP-1.0	8	5260239	5261296	1	Os08g0189900	30	52
Os08t0190100-01	IRGSP-1.0	8	5264245	5265340	1	Os08g0190100	30	52
Os08t0190200-00	IRGSP-1.0	8	5268917	5273165	-1	Os08g0190200	257	232
Os08t0190225-00	IRGSP-1.0	8	5269409	5272023	1	Os08g0190225	0	0
Os08t0190250-01	IRGSP-1.0	8	5274603	5277357	1	Os08g0190250	0	0
Os08t0190300-00	IRGSP-1.0	8	5274970	5279294	-1	Os08g0190300	0	688
Os08t0190500-00	IRGSP-1.0	8	5314677	5315177	1	Os08g0190500	0	0
Os08t0190700-00	IRGSP-1.0	8	5315463	5317814	1	Os08g0190700	1167	739
Os08t0190800-01	IRGSP-1.0	8	5318646	5320835	-1	Os08g0190800	0	0
Os08t0191000-01	IRGSP-1.0	8	5322769	5325114	1	Os08g0191000	0	2303
Os08t0191100-01	IRGSP-1.0	8	5327664	5328165	-1	Os08g0191100	2560	2583
Os08t0191200-01	IRGSP-1.0	8	5341449	5345391	1	Os08g0191200	5387	4461
Os08t0191250-00	IRGSP-1.0	8	5344641	5345170	-1	Os08g0191250	0	0
Os08t0191300-00	IRGSP-1.0	8	5345885	5346658	-1	Os08g0191300	0	192
Os08t0191400-01	IRGSP-1.0	8	5349923	5350343	1	Os08g0191400	0	0
Os08t0191433-01	IRGSP-1.0	8	5353697	5363276	1	Os08g0191433	4920	1661
Os08t0191466-00	IRGSP-1.0	8	5361078	5362944	-1	Os08g0191466	0	0
Os08t0191600-01	IRGSP-1.0	8	5364394	5366465	1	Os08g0191600	1810	1948
Os08t0191650-01	IRGSP-1.0	8	5371810	5375320	1	Os08g0191650	0	3090
Os08t0191700-02	IRGSP-1.0	8	5373366	5377078	-1	Os08g0191700	2377	1781
Os08t0191800-00	IRGSP-1.0	8	5380261	5383885	-1	Os08g0191800	1193	1392
Os08t0191900-01	IRGSP-1.0	8	5384447	5388799	1	Os08g0191900	0	12
Os08t0192100-00	IRGSP-1.0	8	5391860	5392486	1	Os08g0192100	1584	1756
Os08t0192200-01	IRGSP-1.0	8	5395517	5397475	1	Os08g0192200	5270	4397
Os08t0192300-00	IRGSP-1.0	8	5400009	5400263	1	Os08g0192300	1584	1756
Os08t0192400-00	IRGSP-1.0	8	5401162	5404366	-1	Os08g0192400	4792	2437
Os08t0192800-01	IRGSP-1.0	8	5418272	5420390	1	Os08g0192800	986	253
Os08t0192900-02	IRGSP-1.0	8	5422334	5424749	-1	Os08g0192900	4918	14
Os08t0192950-00	IRGSP-1.0	8	5422644	5425791	1	Os08g0192950	0	0
Os08t0193000-00	IRGSP-1.0	8	5432554	5434185	-1	Os08g0193000	0	2240
Os08t0193100-01	IRGSP-1.0	8	5435576	5439963	1	Os08g0193100	5223	519
Os08t0193200-00	IRGSP-1.0	8	5441457	5442964	-1	Os08g0193200	505	192
Os08t0193300-00	IRGSP-1.0	8	5446749	5448654	-1	Os08g0193300	505	192
Os08t0193500-00	IRGSP-1.0	8	5452058	5453811	-1	Os08g0193500	505	192
Os08t0193600-01	IRGSP-1.0	8	5457347	5460486	1	Os08g0193600	1236	192
Os08t0193700-00	IRGSP-1.0	8	5466374	5469315	-1	Os08g0193700	2028	59
Os08t0193900-01	IRGSP-1.0	8	5474996	5477814	-1	Os08g0193900	1236	192
Os08t0194000-00	IRGSP-1.0	8	5479726	5481493	-1	Os08g0194000	505	192
Os08t0194350-00	IRGSP-1.0	8	5517737	5519259	-1	Os08g0194350	505	192
Os08t0194501-00	IRGSP-1.0	8	5532402	5536072	1	Os08g0194501	0	0
Os08t0194900-00	IRGSP-1.0	8	5543765	5545891	1	Os08g0194900	1554	170
Os08t0194850-00	IRGSP-1.0	8	5543795	5545447	-1	Os08g0194850	0	0
Os08t0195000-00	IRGSP-1.0	8	5551365	5553193	1	Os08g0195000	505	192
Os08t0195400-01	IRGSP-1.0	8	5563255	5564422	-1	Os08g0195400	230	247
Os08t0195650-00	IRGSP-1.0	8	5569446	5570315	-1	Os08g0195650	0	0
Os08t0195800-00	IRGSP-1.0	8	5572031	5574384	-1	Os08g0195800	1236	192
Os08t0195900-00	IRGSP-1.0	8	5576467	5578655	-1	Os08g0195900	1236	192
Os08t0196200-01	IRGSP-1.0	8	5584231	5587025	-1	Os08g0196200	1236	192
Os08t0196700-01	IRGSP-1.0	8	5597606	5601049	1	Os08g0196700	271	478
Os08t0196900-01	IRGSP-1.0	8	5602622	5607315	1	Os08g0196900	1432	21
Os08t0197000-01	IRGSP-1.0	8	5609250	5612337	1	Os08g0197000	369	21
Os08t0197025-01	IRGSP-1.0	8	5613322	5616590	-1	Os08g0197025	0	0
Os08t0197050-00	IRGSP-1.0	8	5613578	5616235	1	Os08g0197050	369	21
Os08t0197100-01	IRGSP-1.0	8	5618541	5621553	1	Os08g0197100	369	21
Os08t0197200-01	IRGSP-1.0	8	5623663	5626623	1	Os08g0197200	0	0
Os08t0197300-01	IRGSP-1.0	8	5628896	5632250	1	Os08g0197300	371	21
Os08t0197400-01	IRGSP-1.0	8	5633346	5636220	1	Os08g0197400	371	21
Os08t0197500-01	IRGSP-1.0	8	5638269	5643201	1	Os08g0197500	371	21
Os08t0197700-00	IRGSP-1.0	8	5645714	5648057	-1	Os08g0197700	42	79
Os08t0197800-01	IRGSP-1.0	8	5652681	5655649	1	Os08g0197800	371	21
Os08t0197900-00	IRGSP-1.0	8	5658727	5659464	1	Os08g0197900	371	21
Os08t0197950-01	IRGSP-1.0	8	5659559	5661224	1	Os08g0197950	5093	4288
Os08t0198000-00	IRGSP-1.0	8	5663578	5664043	-1	Os08g0198000	1612	50
Os08t0198100-00	IRGSP-1.0	8	5672471	5676449	-1	Os08g0198100	1612	50
Os08t0198200-00	IRGSP-1.0	8	5677979	5679084	1	Os08g0198200	1321	27
Os08t0198300-01	IRGSP-1.0	8	5681460	5683088	1	Os08g0198300	2038	20
Os08t0198700-02	IRGSP-1.0	8	5691931	5697423	1	Os08g0198700	690	756
Os08t0198800-01	IRGSP-1.0	8	5706417	5709046	-1	Os08g0198800	0	1495
Os08t0198900-01	IRGSP-1.0	8	5713945	5719160	-1	Os08g0198900	0	0
Os08t0199000-01	IRGSP-1.0	8	5720470	5723936	1	Os08g0199000	371	21
Os08t0199100-01	IRGSP-1.0	8	5728025	5729681	1	Os08g0199100	371	21
Os08t0199200-01	IRGSP-1.0	8	5735464	5735969	1	Os08g0199200	0	0
Os08t0199300-01	IRGSP-1.0	8	5746738	5751829	1	Os08g0199300	990	814
Os08t0199400-01	IRGSP-1.0	8	5751863	5753741	-1	Os08g0199400	322	550
Os08t0199525-00	IRGSP-1.0	8	5752141	5753244	1	Os08g0199525	0	0
Os08t0199775-00	IRGSP-1.0	8	5767787	5768582	-1	Os08g0199775	0	0
Os08t0200100-01	IRGSP-1.0	8	5787597	5789135	-1	Os08g0200100	322	550
Os08t0200300-02	IRGSP-1.0	8	5806463	5808326	-1	Os08g0200300	2905	2817
Os08t0200400-01	IRGSP-1.0	8	5811115	5816028	-1	Os08g0200400	4754	500
Os08t0200500-01	IRGSP-1.0	8	5840300	5843516	1	Os08g0200500	16	1
Os08t0200600-01	IRGSP-1.0	8	5846868	5850647	-1	Os08g0200600	5	17
Os08t0200750-00	IRGSP-1.0	8	5846926	5850631	1	Os08g0200750	0	0
Os08t0201100-01	IRGSP-1.0	8	5864931	5865851	-1	Os08g0201100	0	0
Os08t0201500-01	IRGSP-1.0	8	5878083	5879812	1	Os08g0201500	16	1
Os08t0201700-00	IRGSP-1.0	8	5893697	5894289	1	Os08g0201700	16	1
Os08t0202200-01	IRGSP-1.0	8	5938279	5939791	-1	Os08g0202200	0	0
Os08t0202300-02	IRGSP-1.0	8	5942661	5960134	1	Os08g0202300	0	0
Os08t0202400-01	IRGSP-1.0	8	5964506	5968143	-1	Os08g0202400	1756	10
Os08t0202500-01	IRGSP-1.0	8	5970251	5970875	-1	Os08g0202500	0	0
Os08t0203100-01	IRGSP-1.0	8	5982519	5985990	1	Os08g0203100	16	2
Os08t0203150-00	IRGSP-1.0	8	5987781	5988339	-1	Os08g0203150	0	0
Os08t0203201-00	IRGSP-1.0	8	5988432	5988931	1	Os08g0203201	16	1
Os08t0203300-01	IRGSP-1.0	8	5998167	6005500	1	Os08g0203300	16	2
Os08t0203350-01	IRGSP-1.0	8	6006493	6007052	-1	Os08g0203350	0	0
Os08t0203400-01	IRGSP-1.0	8	6015745	6023225	1	Os08g0203400	16	1
Os08t0203600-03	IRGSP-1.0	8	6032290	6039029	1	Os08g0203600	16	2
Os08t0203700-01	IRGSP-1.0	8	6040528	6048561	1	Os08g0203700	16	1
Os08t0203800-01	IRGSP-1.0	8	6055827	6058993	1	Os08g0203800	462	53
Os08t0203900-01	IRGSP-1.0	8	6062772	6065354	-1	Os08g0203900	1581	1705
Os08t0204632-01	IRGSP-1.0	8	6102975	6105362	-1	Os08g0204632	1673	1837
Os08t0204800-01	IRGSP-1.0	8	6112375	6115612	-1	Os08g0204800	0	0
Os08t0205000-00	IRGSP-1.0	8	6121845	6123652	-1	Os08g0205000	2865	36
Os08t0205100-01	IRGSP-1.0	8	6127418	6131390	1	Os08g0205100	1756	10
Os08t0205125-00	IRGSP-1.0	8	6127823	6131014	-1	Os08g0205125	0	2820
Os08t0205150-01	IRGSP-1.0	8	6137622	6141504	1	Os08g0205150	1756	10
Os08t0205175-00	IRGSP-1.0	8	6138088	6141373	-1	Os08g0205175	5388	1387
Os08t0205200-01	IRGSP-1.0	8	6142162	6143084	-1	Os08g0205200	0	1747
Os08t0205300-02	IRGSP-1.0	8	6155163	6157777	1	Os08g0205300	0	1206
Os08t0205400-01	IRGSP-1.0	8	6159123	6161383	1	Os08g0205400	374	56
Os08t0205500-00	IRGSP-1.0	8	6161997	6163054	-1	Os08g0205500	0	1993
Os08t0205650-00	IRGSP-1.0	8	6162026	6163058	1	Os08g0205650	0	0
Os08t0205800-01	IRGSP-1.0	8	6168352	6169288	1	Os08g0205800	0	0
Os08t0205900-01	IRGSP-1.0	8	6170105	6175794	-1	Os08g0205900	1139	1362
Os08t0206400-01	IRGSP-1.0	8	6206039	6211417	1	Os08g0206400	2272	110
Os08t0206466-00	IRGSP-1.0	8	6210108	6211145	-1	Os08g0206466	2795	2393
Os08t0206500-00	IRGSP-1.0	8	6212073	6217326	-1	Os08g0206500	646	267
Os08t0206600-02	IRGSP-1.0	8	6218690	6224037	1	Os08g0206600	0	3148
Os08t0206650-00	IRGSP-1.0	8	6218749	6223799	-1	Os08g0206650	0	0
Os08t0206700-01	IRGSP-1.0	8	6226356	6231302	1	Os08g0206700	4916	908
Os08t0206800-01	IRGSP-1.0	8	6233507	6234131	1	Os08g0206800	0	908
Os08t0206900-01	IRGSP-1.0	8	6237449	6242078	1	Os08g0206900	4915	2496
Os08t0206950-00	IRGSP-1.0	8	6242130	6243735	-1	Os08g0206950	2784	58
Os08t0207000-01	IRGSP-1.0	8	6244128	6245111	-1	Os08g0207000	917	740
Os08t0207300-01	IRGSP-1.0	8	6251353	6252206	1	Os08g0207300	0	0
Os08t0207401-00	IRGSP-1.0	8	6267772	6270409	-1	Os08g0207401	5064	4271
Os08t0207500-01	IRGSP-1.0	8	6267823	6270904	1	Os08g0207500	208	406
Os08t0207600-02	IRGSP-1.0	8	6272270	6274292	1	Os08g0207600	990	514
Os08t0207800-01	IRGSP-1.0	8	6281221	6286663	-1	Os08g0207800	0	2043
Os08t0207951-00	IRGSP-1.0	8	6303848	6304320	1	Os08g0207951	0	0
Os08t0208200-01	IRGSP-1.0	8	6313873	6314560	-1	Os08g0208200	0	2043
Os08t0208300-00	IRGSP-1.0	8	6319060	6319437	-1	Os08g0208300	0	0
Os08t0208400-02	IRGSP-1.0	8	6319262	6324373	1	Os08g0208400	2116	2234
Os08t0208700-01	IRGSP-1.0	8	6334289	6339617	1	Os08g0208700	1164	50
Os08t0209000-00	IRGSP-1.0	8	6358448	6359451	1	Os08g0209000	0	0
Os08t0210300-01	IRGSP-1.0	8	6432276	6434158	-1	Os08g0210300	796	185
Os08t0211025-00	IRGSP-1.0	8	6527009	6527269	1	Os08g0211025	0	0
Os08t0211750-01	IRGSP-1.0	8	6553984	6585906	1	Os08g0211750	364	531
Os08t0213200-00	IRGSP-1.0	8	6585028	6586115	-1	Os08g0213200	5390	4463
Os08t0213400-02	IRGSP-1.0	8	6599157	6603374	1	Os08g0213400	5391	4464
Os08t0213816-00	IRGSP-1.0	8	6616927	6617180	1	Os08g0213816	5392	4465
Os08t0214233-01	IRGSP-1.0	8	6626915	6627830	-1	Os08g0214233	5393	4466
Os08t0214300-00	IRGSP-1.0	8	6670593	6671933	1	Os08g0214300	2054	2175
Os08t0214600-01	IRGSP-1.0	8	6712297	6713348	1	Os08g0214600	0	0
Os08t0214900-00	IRGSP-1.0	8	6719347	6720055	1	Os08g0214900	0	0
Os08t0215200-01	IRGSP-1.0	8	6728264	6732694	1	Os08g0215200	1163	1020
Os08t0215300-01	IRGSP-1.0	8	6734412	6739686	1	Os08g0215300	0	1678
Os08t0215400-00	IRGSP-1.0	8	6736981	6742879	-1	Os08g0215400	0	1524
Os08t0216000-00	IRGSP-1.0	8	6745946	6747840	-1	Os08g0216000	389	95
Os08t0215900-00	IRGSP-1.0	8	6792260	6792917	1	Os08g0215900	5394	4467
Os08t0216050-00	IRGSP-1.0	8	6827896	6829236	-1	Os08g0216050	2054	2175
Os08t0216300-01	IRGSP-1.0	8	6842089	6843002	1	Os08g0216300	5393	4466
Os08t0216450-00	IRGSP-1.0	8	6852674	6852927	-1	Os08g0216450	5392	4465
Os08t0216600-01	IRGSP-1.0	8	6866467	6870682	-1	Os08g0216600	5391	4464
Os08t0216900-01	IRGSP-1.0	8	6891099	6893671	1	Os08g0216900	5390	4463
Os08t0217050-01	IRGSP-1.0	8	6942146	6948943	-1	Os08g0217050	0	3533
Os08t0217800-00	IRGSP-1.0	8	7085914	7086571	1	Os08g0217800	5394	4467
Os08t0218700-01	IRGSP-1.0	8	7165471	7166548	-1	Os08g0218700	2938	1130
Os08t0219100-01	IRGSP-1.0	8	7203560	7205848	-1	Os08g0219100	2938	1130
Os08t0220400-01	IRGSP-1.0	8	7325157	7327754	-1	Os08g0220400	1364	58
Os08t0220500-00	IRGSP-1.0	8	7325507	7326193	1	Os08g0220500	228	517
Os08t0220600-02	IRGSP-1.0	8	7341428	7348049	-1	Os08g0220600	0	1753
Os08t0221300-00	IRGSP-1.0	8	7363845	7367943	-1	Os08g0221300	584	531
Os08t0222100-01	IRGSP-1.0	8	7410180	7411388	1	Os08g0222100	5395	1130
Os08t0222800-00	IRGSP-1.0	8	7451363	7452016	1	Os08g0222800	2938	1130
Os08t0223700-00	IRGSP-1.0	8	7488653	7492184	1	Os08g0223700	0	1366
