seqid	assembly	chromosome	start	end	strand	geneID
Os07t0127500-01	IRGSP-1.0	7	1432684	1433404	1	Os07g0127500
Os06t0265400-01	IRGSP-1.0	6	8785882	8788413	-1	Os06g0265400
Os01t0750000-02	IRGSP-1.0	1	31403837	31407261	1	Os01g0750000
Os01t0750000-01	IRGSP-1.0	1	31403796	31407150	1	Os01g0750000
Os08t0332600-00	IRGSP-1.0	8	14715297	14721000	-1	Os08g0332600
Os10t0528150-01	IRGSP-1.0	10	20553611	20554584	-1	Os10g0528150
Os07t0685700-01	IRGSP-1.0	7	29116058	29118472	-1	Os07g0685700
Os04t0503200-01	IRGSP-1.0	4	25121049	25122693	-1	Os04g0503200
Os07t0157000-00	IRGSP-1.0	7	3061684	3062830	1	Os07g0157000
Os02t0281000-01	IRGSP-1.0	2	10419062	10428014	1	Os02g0281000
Os02t0281000-02	IRGSP-1.0	2	10422504	10423434	1	Os02g0281000
Os07t0118250-00	IRGSP-1.0	7	976321	976749	1	Os07g0118250
Os12t0415400-00	IRGSP-1.0	12	12792438	12793289	-1	Os12g0415400
Os07t0572075-00	IRGSP-1.0	7	23096025	23099080	-1	Os07g0572075
Os03t0170100-00	IRGSP-1.0	3	3757543	3758135	-1	Os03g0170100
Os04t0351933-00	IRGSP-1.0	4	16800126	16800341	-1	Os04g0351933
Os03t0232101-01	IRGSP-1.0	3	6991327	6992249	1	Os03g0232101
Os01t0917500-01	IRGSP-1.0	1	40018401	40023853	1	Os01g0917500
Os08t0138500-01	IRGSP-1.0	8	2148965	2151526	-1	Os08g0138500
Os03t0655400-01	IRGSP-1.0	3	25563660	25564431	1	Os03g0655400
Os02t0493087-00	IRGSP-1.0	2	17274145	17275940	1	Os02g0493087
Os07t0624600-01	IRGSP-1.0	7	25867212	25871232	1	Os07g0624600
Os10t0191201-00	IRGSP-1.0	10	6354861	6356018	-1	Os10g0191201
Os06t0220000-01	IRGSP-1.0	6	6180335	6181296	-1	Os06g0220000
Os01t0674125-00	IRGSP-1.0	1	27693152	27695915	1	Os01g0674125
Os06t0523100-02	IRGSP-1.0	6	19318929	19320596	1	Os06g0523100
Os06t0523100-01	IRGSP-1.0	6	19318794	19320654	1	Os06g0523100
Os06t0299500-00	IRGSP-1.0	6	11135770	11135977	-1	Os06g0299500
Os06t0716000-01	IRGSP-1.0	6	30408686	30414524	1	Os06g0716000
Os06t0716000-02	IRGSP-1.0	6	30412482	30414511	1	Os06g0716000
Os07t0163800-01	IRGSP-1.0	7	3420545	3424487	1	Os07g0163800
Os04t0252400-01	IRGSP-1.0	4	9938870	9956327	-1	Os04g0252400
Os09t0520100-02	IRGSP-1.0	9	20313593	20315695	-1	Os09g0520100
Os09t0520100-01	IRGSP-1.0	9	20313568	20315714	-1	Os09g0520100
Os04t0648775-00	IRGSP-1.0	4	33022824	33028232	-1	Os04g0648775
Os09t0304500-01	IRGSP-1.0	9	7753372	7755377	1	Os09g0304500
Os08t0112300-01	IRGSP-1.0	8	655771	657391	-1	Os08g0112300
Os08t0545200-02	IRGSP-1.0	8	27315970	27318463	1	Os08g0545200
Os08t0545200-01	IRGSP-1.0	8	27315939	27318227	1	Os08g0545200
Os04t0112000-01	IRGSP-1.0	4	693552	694897	1	Os04g0112000
Os07t0689600-01	IRGSP-1.0	7	29323098	29324607	1	Os07g0689600
Os05t0539700-01	IRGSP-1.0	5	26809206	26812469	-1	Os05g0539700
Os01t0639600-01	IRGSP-1.0	1	25681571	25682862	1	Os01g0639600
Os03t0724500-01	IRGSP-1.0	3	29448215	29450245	-1	Os03g0724500
Os02t0244300-01	IRGSP-1.0	2	8135122	8143345	1	Os02g0244300
Os03t0307333-01	IRGSP-1.0	3	10932100	10932936	-1	Os03g0307333
Os04t0691100-01	IRGSP-1.0	4	35344338	35346212	1	Os04g0691100
Os01t0656200-01	IRGSP-1.0	1	26652966	26658299	1	Os01g0656200
Os12t0177200-01	IRGSP-1.0	12	3910022	3912595	1	Os12g0177200
Os03t0386000-01	IRGSP-1.0	3	15329520	15334903	1	Os03g0386000
Os03t0386000-02	IRGSP-1.0	3	15329963	15334367	1	Os03g0386000
Os01t0845100-01	IRGSP-1.0	1	36296586	36298621	-1	Os01g0845100
Os01t0546400-01	IRGSP-1.0	1	20299783	20302467	-1	Os01g0546400
Os10t0154000-02	IRGSP-1.0	10	3358062	3360518	-1	Os10g0154000
Os10t0154000-01	IRGSP-1.0	10	3358124	3360552	-1	Os10g0154000
Os11t0539800-01	IRGSP-1.0	11	19709715	19716079	-1	Os11g0539800
Os01t0575801-00	IRGSP-1.0	1	22185305	22186028	-1	Os01g0575801
Os09t0113500-00	IRGSP-1.0	9	1111025	1111675	-1	Os09g0113500
Os03t0319050-00	IRGSP-1.0	3	11497903	11498383	-1	Os03g0319050
Os05t0572900-01	IRGSP-1.0	5	28534213	28536925	-1	Os05g0572900
Os05t0217800-01	IRGSP-1.0	5	7255510	7257163	1	Os05g0217800
Os05t0217800-02	IRGSP-1.0	5	7255511	7257163	1	Os05g0217800
Os01t0152300-00	IRGSP-1.0	1	2820074	2820744	-1	Os01g0152300
Os11t0661200-01	IRGSP-1.0	11	26542837	26549299	1	Os11g0661200
Os02t0650800-00	IRGSP-1.0	2	26234414	26238290	1	Os02g0650800
Os04t0196600-01	IRGSP-1.0	4	6593198	6595756	-1	Os04g0196600
Os06t0647100-01	IRGSP-1.0	6	26442731	26444814	1	Os06g0647100
Os12t0498650-00	IRGSP-1.0	12	18928857	18931566	1	Os12g0498650
Os11t0685100-00	IRGSP-1.0	11	27711995	27715773	-1	Os11g0685100
Os04t0403600-00	IRGSP-1.0	4	20020086	20020399	-1	Os04g0403600
Os03t0241900-02	IRGSP-1.0	3	7500164	7503768	-1	Os03g0241900
Os03t0241900-03	IRGSP-1.0	3	7500167	7501320	-1	Os03g0241900
Os05t0367100-01	IRGSP-1.0	5	17631001	17633319	-1	Os05g0367100
Os09t0507400-01	IRGSP-1.0	9	19671252	19673388	1	Os09g0507400
Os08t0237000-01	IRGSP-1.0	8	8328017	8329241	1	Os08g0237000
Os05t0125400-00	IRGSP-1.0	5	1466804	1469116	1	Os05g0125400
Os02t0748800-00	IRGSP-1.0	2	31461228	31462971	-1	Os02g0748800
Os01t0616100-02	IRGSP-1.0	1	24434901	24436025	1	Os01g0616100
Os01t0616100-01	IRGSP-1.0	1	24430016	24436246	1	Os01g0616100
Os10t0575200-02	IRGSP-1.0	10	22863194	22868326	-1	Os10g0575200
Os10t0575200-01	IRGSP-1.0	10	22861455	22871156	-1	Os10g0575200
Os10t0575200-03	IRGSP-1.0	10	22861455	22865778	-1	Os10g0575200
Os01t0666800-01	IRGSP-1.0	1	27257387	27266432	1	Os01g0666800
Os01t0807266-00	IRGSP-1.0	1	34259141	34259790	1	Os01g0807266
Os11t0177750-00	IRGSP-1.0	11	3856026	3857151	1	Os11g0177750
Os01t0197700-01	IRGSP-1.0	1	5270449	5275585	-1	Os01g0197700
Os02t0623300-01	IRGSP-1.0	2	24819271	24820066	1	Os02g0623300
Os03t0199200-01	IRGSP-1.0	3	5218194	5219643	-1	Os03g0199200
Os02t0115700-02	IRGSP-1.0	2	825083	826407	-1	Os02g0115700
Os02t0115700-01	IRGSP-1.0	2	825046	827640	-1	Os02g0115700
Os02t0115700-03	IRGSP-1.0	2	825041	825872	-1	Os02g0115700
Os09t0428266-01	IRGSP-1.0	9	15563299	15569624	1	Os09g0428266
Os03t0195900-01	IRGSP-1.0	3	4987947	4992864	-1	Os03g0195900
Os03t0195900-02	IRGSP-1.0	3	4987932	4992861	-1	Os03g0195900
Os04t0528100-01	IRGSP-1.0	4	26387566	26391159	1	Os04g0528100
Os01t0514850-00	IRGSP-1.0	1	18205238	18208057	-1	Os01g0514850
Os09t0453000-02	IRGSP-1.0	9	16989810	16990373	-1	Os09g0453000
Os09t0453000-01	IRGSP-1.0	9	16988216	16990373	-1	Os09g0453000
Os05t0588250-00	IRGSP-1.0	5	29308010	29308759	1	Os05g0588250
Os05t0500600-01	IRGSP-1.0	5	24631172	24632713	1	Os05g0500600
Os02t0702000-01	IRGSP-1.0	2	28917800	28920757	1	Os02g0702000
Os03t0737701-01	IRGSP-1.0	3	30244172	30247380	-1	Os03g0737701
Os06t0208300-01	IRGSP-1.0	6	5523839	5526169	-1	Os06g0208300
Os08t0456000-00	IRGSP-1.0	8	22364508	22365925	1	Os08g0456000
Os02t0802700-02	IRGSP-1.0	2	34223738	34227369	1	Os02g0802700
Os02t0802700-01	IRGSP-1.0	2	34223237	34227448	1	Os02g0802700
Os01t0771100-01	IRGSP-1.0	1	32538907	32541617	-1	Os01g0771100
Os12t0182366-00	IRGSP-1.0	12	4184250	4186762	-1	Os12g0182366
Os03t0826400-01	IRGSP-1.0	3	34712797	34715006	1	Os03g0826400
Os06t0103100-01	IRGSP-1.0	6	212913	214438	-1	Os06g0103100
Os01t0224166-00	IRGSP-1.0	1	6828512	6829334	1	Os01g0224166
Os07t0101800-00	IRGSP-1.0	7	109286	110520	1	Os07g0101800
Os01t0699100-01	IRGSP-1.0	1	28921498	28922922	1	Os01g0699100
Os07t0524400-00	IRGSP-1.0	7	20351018	20351590	1	Os07g0524400
Os08t0149800-00	IRGSP-1.0	8	2854800	2855093	1	Os08g0149800
Os11t0629582-00	IRGSP-1.0	11	24667206	24667700	1	Os11g0629582
Os01t0725400-01	IRGSP-1.0	1	30241954	30251103	1	Os01g0725400
Os02t0314600-01	IRGSP-1.0	2	12464431	12466397	1	Os02g0314600
Os06t0206100-02	IRGSP-1.0	6	5359660	5367027	1	Os06g0206100
Os06t0206100-01	IRGSP-1.0	6	5359594	5367027	1	Os06g0206100
Os04t0612500-02	IRGSP-1.0	4	31061961	31062694	1	Os04g0612500
Os04t0612500-01	IRGSP-1.0	4	31061682	31062589	1	Os04g0612500
Os03t0775500-01	IRGSP-1.0	3	32153925	32157349	1	Os03g0775500
Os01t0725800-01	IRGSP-1.0	1	30257752	30263365	1	Os01g0725800
Os12t0146400-01	IRGSP-1.0	12	2284852	2287970	-1	Os12g0146400
Os09t0439100-01	IRGSP-1.0	9	16263934	16265886	1	Os09g0439100
Os06t0646600-02	IRGSP-1.0	6	26411544	26414775	-1	Os06g0646600
Os06t0646600-01	IRGSP-1.0	6	26411491	26414775	-1	Os06g0646600
Os01t0814900-01	IRGSP-1.0	1	34652114	34655453	-1	Os01g0814900
Os09t0478900-01	IRGSP-1.0	9	18359613	18360261	-1	Os09g0478900
Os04t0683850-00	IRGSP-1.0	4	34920628	34922213	1	Os04g0683850
Os08t0152500-01	IRGSP-1.0	8	3009693	3012527	-1	Os08g0152500
Os01t0113300-01	IRGSP-1.0	1	723693	726099	1	Os01g0113300
Os04t0677600-00	IRGSP-1.0	4	34612684	34613440	1	Os04g0677600
Os12t0274200-01	IRGSP-1.0	12	10070074	10072136	-1	Os12g0274200
Os12t0238400-00	IRGSP-1.0	12	7647796	7648241	-1	Os12g0238400
Os02t0829100-01	IRGSP-1.0	2	35639878	35642562	-1	Os02g0829100
Os01t0944900-01	IRGSP-1.0	1	41539758	41540817	-1	Os01g0944900
Os06t0265650-00	IRGSP-1.0	6	8821915	8822917	-1	Os06g0265650
Os03t0356582-01	IRGSP-1.0	3	13712274	13716745	1	Os03g0356582
Os06t0602500-01	IRGSP-1.0	6	23812382	23815104	-1	Os06g0602500
Os02t0102300-01	IRGSP-1.0	2	124645	127131	1	Os02g0102300
Os02t0464400-01	IRGSP-1.0	2	15585408	15590536	1	Os02g0464400
Os12t0564932-00	IRGSP-1.0	12	23172526	23172792	-1	Os12g0564932
Os01t0298500-00	IRGSP-1.0	1	10942552	10945642	-1	Os01g0298500
Os03t0330000-01	IRGSP-1.0	3	12133472	12138706	-1	Os03g0330000
Os01t0880100-01	IRGSP-1.0	1	38191821	38192525	-1	Os01g0880100
Os09t0531900-01	IRGSP-1.0	9	20862728	20866739	-1	Os09g0531900
Os09t0531900-02	IRGSP-1.0	9	20862643	20863093	-1	Os09g0531900
Os03t0120400-01	IRGSP-1.0	3	1124982	1127056	-1	Os03g0120400
Os03t0700700-01	IRGSP-1.0	3	28106903	28113286	1	Os03g0700700
Os03t0700700-04	IRGSP-1.0	3	28111531	28113274	1	Os03g0700700
Os03t0700700-02	IRGSP-1.0	3	28107175	28113300	1	Os03g0700700
Os03t0700700-03	IRGSP-1.0	3	28111221	28113272	1	Os03g0700700
Os02t0236900-00	IRGSP-1.0	2	7770051	7770890	-1	Os02g0236900
Os02t0565600-01	IRGSP-1.0	2	21487610	21489894	-1	Os02g0565600
Os07t0447200-01	IRGSP-1.0	7	15311507	15315649	-1	Os07g0447200
Os02t0324700-01	IRGSP-1.0	2	13039013	13040252	1	Os02g0324700
Os07t0670200-01	IRGSP-1.0	7	28339687	28340470	1	Os07g0670200
Os01t0570601-00	IRGSP-1.0	1	21886899	21887840	-1	Os01g0570601
Os04t0394500-00	IRGSP-1.0	4	19398838	19401348	-1	Os04g0394500
Os06t0660650-00	IRGSP-1.0	6	27216878	27217489	-1	Os06g0660650
Os03t0347300-01	IRGSP-1.0	3	12988940	12998660	-1	Os03g0347300
Os08t0480100-02	IRGSP-1.0	8	23717855	23722181	-1	Os08g0480100
Os08t0480100-01	IRGSP-1.0	8	23717763	23722249	-1	Os08g0480100
Os03t0727000-02	IRGSP-1.0	3	29596367	29606861	-1	Os03g0727000
Os03t0727000-01	IRGSP-1.0	3	29596367	29605885	-1	Os03g0727000
Os01t0825332-00	IRGSP-1.0	1	35287290	35287943	-1	Os01g0825332
Os06t0162550-00	IRGSP-1.0	6	3148015	3153030	-1	Os06g0162550
Os11t0480000-01	IRGSP-1.0	11	16807647	16826653	1	Os11g0480000
Os01t0194200-01	IRGSP-1.0	1	5053133	5055753	-1	Os01g0194200
Os06t0665400-01	IRGSP-1.0	6	27480082	27481453	-1	Os06g0665400
Os03t0396900-01	IRGSP-1.0	3	16039012	16042746	1	Os03g0396900
Os03t0396900-02	IRGSP-1.0	3	16039034	16045538	1	Os03g0396900
Os05t0153300-00	IRGSP-1.0	5	3069666	3074392	-1	Os05g0153300
Os01t0913300-01	IRGSP-1.0	1	39810307	39815206	1	Os01g0913300
Os01t0222900-01	IRGSP-1.0	1	6715521	6716305	1	Os01g0222900
Os04t0505200-03	IRGSP-1.0	4	25218005	25219670	1	Os04g0505200
Os04t0505200-01	IRGSP-1.0	4	25217872	25219663	1	Os04g0505200
Os04t0505200-02	IRGSP-1.0	4	25217876	25219670	1	Os04g0505200
Os01t0841700-01	IRGSP-1.0	1	36135911	36137281	1	Os01g0841700
Os03t0642300-00	IRGSP-1.0	3	24744077	24745553	1	Os03g0642300
Os09t0536550-00	IRGSP-1.0	9	21098688	21099347	-1	Os09g0536550
Os01t0828100-00	IRGSP-1.0	1	35431411	35432857	1	Os01g0828100
Os05t0462000-00	IRGSP-1.0	5	22678313	22679102	-1	Os05g0462000
Os04t0551800-01	IRGSP-1.0	4	27638063	27643857	1	Os04g0551800
Os03t0830500-01	IRGSP-1.0	3	34883520	34884578	-1	Os03g0830500
Os01t0615100-01	IRGSP-1.0	1	24392841	24393423	1	Os01g0615100
Os01t0952700-01	IRGSP-1.0	1	41964153	41970108	1	Os01g0952700
Os09t0491660-01	IRGSP-1.0	9	18955768	18956664	-1	Os09g0491660
Os09t0568900-01	IRGSP-1.0	9	22704849	22705586	1	Os09g0568900
Os06t0664300-01	IRGSP-1.0	6	27433420	27440995	1	Os06g0664300
Os06t0118700-02	IRGSP-1.0	6	1011587	1014658	-1	Os06g0118700
Os06t0118700-01	IRGSP-1.0	6	1011625	1014688	-1	Os06g0118700
Os09t0307300-01	IRGSP-1.0	9	7964048	7967910	1	Os09g0307300
Os09t0307300-02	IRGSP-1.0	9	7966349	7967912	1	Os09g0307300
Os01t0182300-01	IRGSP-1.0	1	4318039	4318780	-1	Os01g0182300
Os05t0498300-01	IRGSP-1.0	5	24522895	24534335	1	Os05g0498300
Os08t0197100-01	IRGSP-1.0	8	5618541	5621553	1	Os08g0197100
Os11t0427601-01	IRGSP-1.0	11	13650294	13653339	1	Os11g0427601
Os08t0554100-01	IRGSP-1.0	8	27714041	27718673	1	Os08g0554100
Os08t0554100-02	IRGSP-1.0	8	27714999	27718615	1	Os08g0554100
Os03t0119966-01	IRGSP-1.0	3	1089453	1093410	1	Os03g0119966
Os09t0491708-01	IRGSP-1.0	9	18964676	18968417	-1	Os09g0491708
Os09t0491708-02	IRGSP-1.0	9	18964655	18968138	-1	Os09g0491708
Os05t0324300-01	IRGSP-1.0	5	15062001	15066256	1	Os05g0324300
Os07t0558800-01	IRGSP-1.0	7	22333941	22338268	1	Os07g0558800
Os09t0469900-02	IRGSP-1.0	9	17874482	17880197	1	Os09g0469900
Os09t0469900-01	IRGSP-1.0	9	17874476	17880179	1	Os09g0469900
Os04t0376600-01	IRGSP-1.0	4	18407325	18410401	-1	Os04g0376600
Os03t0321000-01	IRGSP-1.0	3	11599823	11602775	1	Os03g0321000
Os01t0591250-00	IRGSP-1.0	1	23105376	23106077	-1	Os01g0591250
Os03t0209500-01	IRGSP-1.0	3	5710240	5715009	-1	Os03g0209500
Os02t0577300-00	IRGSP-1.0	2	22175977	22178701	1	Os02g0577300
Os02t0519900-01	IRGSP-1.0	2	18916988	18921785	1	Os02g0519900
Os02t0519900-04	IRGSP-1.0	2	18920613	18921783	1	Os02g0519900
Os02t0519900-02	IRGSP-1.0	2	18919833	18921778	1	Os02g0519900
Os02t0519900-05	IRGSP-1.0	2	18920863	18921778	1	Os02g0519900
Os02t0519900-03	IRGSP-1.0	2	18920484	18921781	1	Os02g0519900
Os03t0418000-00	IRGSP-1.0	3	17390820	17391862	1	Os03g0418000
Os09t0449700-01	IRGSP-1.0	9	16842322	16843953	1	Os09g0449700
Os07t0168600-02	IRGSP-1.0	7	3668897	3672120	1	Os07g0168600
Os07t0168600-01	IRGSP-1.0	7	3668837	3672256	1	Os07g0168600
Os01t0343400-00	IRGSP-1.0	1	13580715	13581665	1	Os01g0343400
Os05t0452800-01	IRGSP-1.0	5	22208601	22212202	1	Os05g0452800
Os02t0792600-01	IRGSP-1.0	2	33680142	33681521	1	Os02g0792600
Os08t0152300-00	IRGSP-1.0	8	3000430	3001833	-1	Os08g0152300
Os09t0559100-00	IRGSP-1.0	9	22223086	22224816	-1	Os09g0559100
Os05t0331800-01	IRGSP-1.0	5	15524447	15524995	-1	Os05g0331800
Os03t0314100-02	IRGSP-1.0	3	11239411	11241426	1	Os03g0314100
Os03t0314100-01	IRGSP-1.0	3	11237786	11241416	1	Os03g0314100
Os01t0193600-01	IRGSP-1.0	1	5021104	5025704	-1	Os01g0193600
Os12t0573000-02	IRGSP-1.0	12	23617136	23620161	1	Os12g0573000
Os12t0573000-01	IRGSP-1.0	12	23617099	23624066	1	Os12g0573000
Os07t0275901-00	IRGSP-1.0	7	10298541	10299495	-1	Os07g0275901
Os09t0392050-00	IRGSP-1.0	9	13553852	13557772	-1	Os09g0392050
Os06t0297300-00	IRGSP-1.0	6	11014693	11017481	-1	Os06g0297300
Os12t0122100-01	IRGSP-1.0	12	1052828	1053873	1	Os12g0122100
Os09t0487100-01	IRGSP-1.0	9	18779617	18782249	-1	Os09g0487100
Os07t0216100-01	IRGSP-1.0	7	6376133	6376887	-1	Os07g0216100
Os06t0549300-00	IRGSP-1.0	6	20784441	20786120	-1	Os06g0549300
Os01t0730900-01	IRGSP-1.0	1	30494842	30497106	-1	Os01g0730900
Os11t0657200-01	IRGSP-1.0	11	26310875	26312789	-1	Os11g0657200
Os07t0571900-01	IRGSP-1.0	7	23087933	23090782	-1	Os07g0571900
Os01t0551900-01	IRGSP-1.0	1	20717362	20722254	-1	Os01g0551900
Os01t0551900-02	IRGSP-1.0	1	20717034	20721677	-1	Os01g0551900
Os05t0326600-01	IRGSP-1.0	5	15129398	15131491	-1	Os05g0326600
Os06t0148600-01	IRGSP-1.0	6	2529103	2531645	1	Os06g0148600
Os01t0631900-00	IRGSP-1.0	1	25291327	25298088	1	Os01g0631900
Os10t0480900-00	IRGSP-1.0	10	18120546	18121067	1	Os10g0480900
Os04t0438600-01	IRGSP-1.0	4	21812159	21816137	-1	Os04g0438600
Os08t0538300-01	IRGSP-1.0	8	26909127	26913492	1	Os08g0538300
Os08t0538300-02	IRGSP-1.0	8	26909433	26913494	1	Os08g0538300
Os03t0175200-01	IRGSP-1.0	3	4015428	4016017	1	Os03g0175200
Os01t0301300-01	IRGSP-1.0	1	11075123	11077640	1	Os01g0301300
Os12t0407100-01	IRGSP-1.0	12	12305767	12309040	1	Os12g0407100
Os11t0149300-01	IRGSP-1.0	11	2278724	2279532	1	Os11g0149300
Os11t0149300-02	IRGSP-1.0	11	2278748	2281615	1	Os11g0149300
Os12t0178500-00	IRGSP-1.0	12	3977180	3977932	1	Os12g0178500
Os01t0706600-00	IRGSP-1.0	1	29317540	29318156	1	Os01g0706600
Os09t0509500-00	IRGSP-1.0	9	19775385	19780571	-1	Os09g0509500
Os05t0230501-01	IRGSP-1.0	5	7919918	7920156	-1	Os05g0230501
Os09t0296700-01	IRGSP-1.0	9	7179985	7181868	1	Os09g0296700
Os03t0693700-01	IRGSP-1.0	3	27779100	27780096	-1	Os03g0693700
Os02t0530600-02	IRGSP-1.0	2	19509828	19511468	-1	Os02g0530600
Os02t0530600-01	IRGSP-1.0	2	19509839	19514935	-1	Os02g0530600
Os06t0129700-01	IRGSP-1.0	6	1574614	1577176	-1	Os06g0129700
Os07t0206800-00	IRGSP-1.0	7	5763917	5768534	-1	Os07g0206800
Os01t0238375-01	IRGSP-1.0	1	7660812	7661458	1	Os01g0238375
Os12t0468550-00	IRGSP-1.0	12	16703025	16706384	-1	Os12g0468550
Os12t0541000-01	IRGSP-1.0	12	21637135	21639084	1	Os12g0541000
Os12t0481100-01	IRGSP-1.0	12	17684802	17694915	-1	Os12g0481100
Os05t0130400-01	IRGSP-1.0	5	1785142	1791282	-1	Os05g0130400
Os01t0500825-00	IRGSP-1.0	1	17301041	17305995	1	Os01g0500825
Os12t0189900-01	IRGSP-1.0	12	4527362	4532699	1	Os12g0189900
Os02t0197750-00	IRGSP-1.0	2	5477110	5477442	-1	Os02g0197750
Os01t0168500-01	IRGSP-1.0	1	3505759	3510343	1	Os01g0168500
Os12t0630600-01	IRGSP-1.0	12	26985401	26986264	1	Os12g0630600
Os05t0127300-02	IRGSP-1.0	5	1547454	1550016	1	Os05g0127300
Os05t0127300-01	IRGSP-1.0	5	1547307	1550049	1	Os05g0127300
Os03t0785401-00	IRGSP-1.0	3	32593490	32598146	1	Os03g0785401
Os04t0330400-00	IRGSP-1.0	4	15356773	15360820	1	Os04g0330400
Os05t0420500-01	IRGSP-1.0	5	20620923	20628290	1	Os05g0420500
Os04t0270550-00	IRGSP-1.0	4	11293609	11293992	1	Os04g0270550
Os02t0689132-00	IRGSP-1.0	2	28261521	28262054	-1	Os02g0689132
Os03t0308000-01	IRGSP-1.0	3	10962902	10965786	1	Os03g0308000
Os12t0121600-01	IRGSP-1.0	12	1018201	1021176	1	Os12g0121600
Os12t0125200-01	IRGSP-1.0	12	1211834	1212679	1	Os12g0125200
Os01t0318700-01	IRGSP-1.0	1	12108871	12110713	1	Os01g0318700
Os02t0558500-01	IRGSP-1.0	2	21171076	21173954	-1	Os02g0558500
Os06t0659200-01	IRGSP-1.0	6	27123569	27128527	-1	Os06g0659200
Os04t0628200-01	IRGSP-1.0	4	31965780	31973005	1	Os04g0628200
Os03t0705433-00	IRGSP-1.0	3	28372478	28372819	1	Os03g0705433
Os02t0110300-00	IRGSP-1.0	2	558906	559965	1	Os02g0110300
Os04t0469425-00	IRGSP-1.0	4	23460674	23461204	1	Os04g0469425
Os03t0134800-00	IRGSP-1.0	3	1936269	1937270	1	Os03g0134800
Os08t0552200-01	IRGSP-1.0	8	27656890	27661085	-1	Os08g0552200
Os01t0219000-00	IRGSP-1.0	1	6523644	6524609	1	Os01g0219000
Os03t0589500-01	IRGSP-1.0	3	21816818	21818159	-1	Os03g0589500
Os04t0419700-00	IRGSP-1.0	4	20742118	20744600	1	Os04g0419700
Os11t0180900-00	IRGSP-1.0	11	4049330	4050752	1	Os11g0180900
Os06t0643800-01	IRGSP-1.0	6	26242050	26243863	-1	Os06g0643800
Os08t0473200-00	IRGSP-1.0	8	23289286	23293871	1	Os08g0473200
Os03t0343700-01	IRGSP-1.0	3	12802141	12805135	1	Os03g0343700
Os03t0343700-02	IRGSP-1.0	3	12802163	12805135	1	Os03g0343700
Os11t0100100-01	IRGSP-1.0	11	1180	4230	-1	Os11g0100100
Os06t0662300-01	IRGSP-1.0	6	27306728	27307341	-1	Os06g0662300
Os01t0115100-01	IRGSP-1.0	1	804097	806932	-1	Os01g0115100
Os12t0117350-01	IRGSP-1.0	12	860277	861099	1	Os12g0117350
Os02t0189800-00	IRGSP-1.0	2	4969144	4971466	-1	Os02g0189800
Os08t0485700-01	IRGSP-1.0	8	24015062	24020655	1	Os08g0485700
Os08t0485700-02	IRGSP-1.0	8	24015770	24020559	1	Os08g0485700
Os04t0483500-01	IRGSP-1.0	4	24175649	24178952	-1	Os04g0483500
Os07t0158300-01	IRGSP-1.0	7	3122638	3124603	-1	Os07g0158300
Os01t0141900-01	IRGSP-1.0	1	2261501	2266230	1	Os01g0141900
Os02t0801100-01	IRGSP-1.0	2	34138611	34139283	1	Os02g0801100
Os01t0783600-01	IRGSP-1.0	1	33205190	33207633	1	Os01g0783600
Os01t0589300-02	IRGSP-1.0	1	22991054	22991939	1	Os01g0589300
Os01t0589300-01	IRGSP-1.0	1	22988229	22991922	1	Os01g0589300
Os02t0725600-01	IRGSP-1.0	2	30160390	30161717	1	Os02g0725600
Os03t0164300-01	IRGSP-1.0	3	3469731	3470961	1	Os03g0164300
Os08t0382800-01	IRGSP-1.0	8	18027778	18029413	1	Os08g0382800
Os02t0314300-00	IRGSP-1.0	2	12432303	12448557	1	Os02g0314300
Os05t0358400-01	IRGSP-1.0	5	17014645	17017767	1	Os05g0358400
Os05t0358400-02	IRGSP-1.0	5	17016905	17018325	1	Os05g0358400
Os04t0454600-00	IRGSP-1.0	4	22761385	22766175	-1	Os04g0454600
Os09t0249750-00	IRGSP-1.0	9	3793011	3796214	-1	Os09g0249750
Os02t0828566-01	IRGSP-1.0	2	35608987	35610667	-1	Os02g0828566
Os08t0170400-01	IRGSP-1.0	8	4116293	4116981	-1	Os08g0170400
Os04t0391500-02	IRGSP-1.0	4	19269285	19271109	1	Os04g0391500
Os04t0391500-01	IRGSP-1.0	4	19269218	19271304	1	Os04g0391500
Os10t0573400-01	IRGSP-1.0	10	22766332	22767420	1	Os10g0573400
Os04t0593400-00	IRGSP-1.0	4	30001534	30002419	1	Os04g0593400
Os04t0476700-01	IRGSP-1.0	4	23866055	23867132	1	Os04g0476700
Os07t0447000-00	IRGSP-1.0	7	15297784	15300052	-1	Os07g0447000
Os04t0613300-01	IRGSP-1.0	4	31095805	31097701	-1	Os04g0613300
Os03t0722000-01	IRGSP-1.0	3	29292697	29294090	-1	Os03g0722000
Os03t0722000-02	IRGSP-1.0	3	29292555	29293651	-1	Os03g0722000
Os01t0126000-01	IRGSP-1.0	1	1433755	1434955	-1	Os01g0126000
Os09t0357300-01	IRGSP-1.0	9	11538275	11540591	1	Os09g0357300
Os05t0509700-01	IRGSP-1.0	5	25254990	25259747	-1	Os05g0509700
Os01t0306400-01	IRGSP-1.0	1	11378620	11380071	1	Os01g0306400
Os05t0276500-01	IRGSP-1.0	5	11393115	11394895	-1	Os05g0276500
Os01t0355700-00	IRGSP-1.0	1	14318283	14319789	-1	Os01g0355700
Os01t0734466-01	IRGSP-1.0	1	30630841	30634318	1	Os01g0734466
Os10t0539600-01	IRGSP-1.0	10	21027467	21032216	1	Os10g0539600
